,record,type,0_qrs_interval,0_pre-RR,0_post-RR,0_qt_interval,0_st_interval
60780,113,N,20,370,355.0,37,10
60781,113,N,20,355,340.0,37,10
60782,113,N,10,340,416.0,18,1
60783,113,N,10,416,392.0,19,1
60784,113,N,10,392,430.0,19,1
60785,113,N,21,430,429.0,38,11
60786,113,N,21,429,396.0,37,9
60787,113,N,10,396,406.0,20,1
60788,113,N,20,406,404.0,36,9
60789,113,N,9,404,381.0,17,1
60790,113,N,20,381,380.0,37,10
60791,113,N,10,380,358.0,18,1
60792,113,N,10,358,372.0,19,1
60793,113,N,20,372,379.0,36,9
60794,113,N,20,379,359.0,36,9
60795,113,N,9,359,412.0,20,1
60796,113,N,10,412,416.0,17,1
60797,113,N,10,416,400.0,19,1
60798,113,N,21,400,378.0,39,10
60799,113,N,20,378,321.0,35,9
60800,113,N,10,321,311.0,16,1
60801,113,N,11,311,411.0,18,1
60802,113,N,21,411,400.0,37,10
60803,113,N,10,400,356.0,17,1
60804,113,N,10,356,408.0,27,1
60805,113,N,10,408,404.0,17,1
60806,113,N,20,404,391.0,35,9
60807,113,N,10,391,391.0,20,1
60808,113,N,10,391,376.0,18,1
60809,113,N,20,376,361.0,36,9
60810,113,N,10,361,360.0,18,1
60811,113,N,10,360,341.0,18,1
60812,113,N,8,341,315.0,14,1
60813,113,N,10,315,332.0,17,1
60814,113,N,10,332,396.0,19,1
60815,113,N,10,396,402.0,17,1
60816,113,N,20,402,369.0,37,9
60817,113,N,20,369,367.0,37,10
60818,113,N,19,367,404.0,34,8
60819,113,N,21,404,421.0,38,10
60820,113,N,20,421,387.0,37,10
60821,113,N,20,387,361.0,37,10
60822,113,N,10,361,349.0,18,1
60823,113,N,20,349,352.0,36,9
60824,113,N,10,352,398.0,18,1
60825,113,N,20,398,372.0,36,9
60826,113,N,10,372,363.0,27,1
60827,113,N,10,363,380.0,26,1
60828,113,N,20,380,377.0,35,9
60829,113,N,10,377,333.0,18,1
60830,113,N,10,333,330.0,19,1
60831,113,N,10,330,367.0,19,1
60832,113,N,20,367,385.0,38,10
60833,113,N,20,385,371.0,38,10
60834,113,N,9,371,327.0,24,1
60835,113,N,9,327,336.0,17,1
60836,113,N,21,336,424.0,39,10
60837,113,N,10,424,397.0,18,1
60838,113,N,21,397,336.0,38,10
60839,113,N,20,336,343.0,38,10
60840,113,N,20,343,362.0,38,10
60841,113,N,9,362,348.0,17,1
60842,113,N,20,348,359.0,40,10
60843,113,N,11,359,367.0,20,1
60844,113,N,21,367,360.0,49,10
60845,113,N,20,360,371.0,36,9
60846,113,N,20,371,346.0,37,10
60847,113,N,20,346,340.0,38,10
60848,113,N,21,340,364.0,39,10
60849,113,N,21,364,367.0,39,10
60850,113,N,10,367,346.0,19,1
60851,113,N,10,346,333.0,19,1
60852,113,N,20,333,344.0,35,9
60853,113,N,10,344,365.0,18,1
60854,113,N,22,365,363.0,45,10
60855,113,N,21,363,317.0,41,11
60856,113,N,9,317,345.0,17,1
60857,113,N,19,345,425.0,41,8
60858,113,N,10,425,399.0,17,1
60859,113,N,10,399,356.0,18,1
60860,113,N,10,356,436.0,20,1
60861,113,N,21,436,444.0,39,10
60862,113,N,10,444,384.0,18,1
60863,113,N,9,384,317.0,17,1
60864,113,N,10,317,342.0,18,1
60865,113,N,20,342,394.0,36,9
60866,113,N,10,394,421.0,18,1
60867,113,N,10,421,366.0,19,1
60868,113,N,10,366,372.0,20,1
60869,113,N,20,372,389.0,45,9
60870,113,N,10,389,373.0,17,1
60871,113,N,11,373,427.0,20,1
60872,113,N,11,427,410.0,19,1
60873,113,N,21,410,393.0,38,10
60874,113,N,20,393,347.0,38,10
60875,113,N,10,347,317.0,29,1
60876,113,N,10,317,353.0,17,1
60877,113,N,10,353,439.0,17,1
60878,113,N,10,439,387.0,18,1
60879,113,N,10,387,377.0,17,1
60880,113,N,10,377,400.0,18,1
60881,113,N,10,400,393.0,18,1
60882,113,N,9,393,394.0,15,1
60883,113,N,21,394,430.0,38,10
60884,113,N,22,430,417.0,38,9
60885,113,N,10,417,382.0,18,1
60886,113,N,9,382,341.0,17,1
60887,113,N,10,341,342.0,18,1
60888,113,N,21,342,403.0,39,10
60889,113,N,10,403,401.0,23,1
60890,113,N,21,401,371.0,37,10
60891,113,N,10,371,340.0,56,1
60892,113,N,20,340,342.0,47,9
60893,113,N,20,342,361.0,35,9
60894,113,N,22,361,418.0,44,10
60895,113,N,11,418,355.0,20,1
60896,113,N,10,355,334.0,18,1
60897,113,N,20,334,387.0,38,10
60898,113,N,20,387,381.0,35,9
60899,113,N,9,381,355.0,15,1
60900,113,N,11,355,397.0,18,1
60901,113,N,10,397,411.0,19,1
60902,113,N,21,411,368.0,36,9
60903,113,N,20,368,327.0,37,10
60904,113,N,10,327,355.0,19,1
60905,113,N,9,355,381.0,22,1
60906,113,N,10,381,362.0,18,1
60907,113,N,10,362,332.0,19,1
60908,113,N,10,332,352.0,18,1
60909,113,N,10,352,363.0,19,1
60910,113,N,10,363,327.0,18,1
60911,113,N,9,327,358.0,18,1
60912,113,N,22,358,401.0,50,10
60913,113,N,21,401,375.0,36,9
60914,113,N,20,375,334.0,44,9
60915,113,N,10,334,343.0,18,1
60916,113,N,10,343,346.0,25,1
60917,113,N,20,346,338.0,36,9
60918,113,N,21,338,342.0,38,10
60919,113,N,10,342,354.0,19,1
60920,113,N,21,354,347.0,39,10
60921,113,N,20,347,364.0,37,10
60922,113,N,9,364,314.0,18,1
60923,113,N,20,314,308.0,37,10
60924,113,N,22,308,342.0,40,10
60925,113,N,22,342,345.0,39,9
60926,113,N,20,345,324.0,38,10
60927,113,N,9,324,369.0,16,1
60928,113,N,20,369,375.0,36,9
60929,113,N,10,375,354.0,18,1
60930,113,N,9,354,362.0,17,1
60931,113,N,22,362,391.0,51,10
60932,113,N,21,391,384.0,38,10
60933,113,N,21,384,396.0,37,9
60934,113,N,10,396,346.0,18,1
60935,113,N,9,346,318.0,18,1
60936,113,N,20,318,394.0,37,9
60937,113,N,10,394,427.0,19,1
60938,113,N,11,427,374.0,19,1
60939,113,N,10,374,360.0,17,1
60940,113,N,20,360,391.0,37,9
60941,113,N,20,391,376.0,37,9
60942,113,N,20,376,352.0,37,10
60943,113,N,10,352,374.0,19,1
60944,113,N,10,374,390.0,19,1
60945,113,N,20,390,339.0,37,10
60946,113,N,20,339,312.0,37,10
60947,113,N,20,312,323.0,37,9
60948,113,N,10,323,377.0,20,1
60949,113,N,11,377,324.0,19,1
60950,113,N,10,324,326.0,19,1
60951,113,N,10,326,425.0,18,1
60952,113,N,20,425,404.0,37,9
60953,113,N,20,404,364.0,37,9
60954,113,N,10,364,418.0,19,1
60955,113,N,11,418,385.0,19,1
60956,113,N,20,385,328.0,36,9
60957,113,N,10,328,307.0,22,1
60958,113,N,9,307,336.0,17,1
60959,113,N,20,336,360.0,36,9
60960,113,N,10,360,356.0,19,1
60961,113,N,10,356,371.0,18,1
60962,113,N,22,371,380.0,39,9
60963,113,N,10,380,359.0,18,1
60964,113,N,9,359,324.0,18,1
60965,113,N,10,324,347.0,25,1
60966,113,N,10,347,410.0,18,1
60967,113,N,21,410,381.0,37,10
60968,113,N,10,381,326.0,17,1
60969,113,N,21,326,314.0,38,10
60970,113,N,9,314,327.0,17,1
60971,113,N,20,327,333.0,44,9
60972,113,N,22,333,344.0,50,10
60973,113,N,21,344,355.0,39,10
60974,113,N,21,355,349.0,39,10
60975,113,N,20,349,382.0,44,9
60976,113,N,20,382,339.0,36,9
60977,113,N,9,339,336.0,26,1
60978,113,N,20,336,409.0,44,9
60979,113,N,10,409,396.0,19,1
60980,113,N,10,396,337.0,18,1
60981,113,N,20,337,328.0,39,10
60982,113,N,20,328,326.0,36,9
60983,113,N,9,326,338.0,18,1
60984,113,N,10,338,346.0,18,1
60985,113,N,21,346,343.0,39,10
60986,113,N,10,343,364.0,19,1
60987,113,N,8,364,399.0,15,1
60988,113,N,10,399,338.0,17,1
60989,113,N,20,338,319.0,47,10
60990,113,N,10,319,396.0,18,1
60991,113,N,22,396,359.0,40,10
60992,113,N,20,359,302.0,39,10
60993,113,N,9,302,318.0,20,1
60994,113,N,9,318,373.0,17,1
60995,113,N,10,373,363.0,18,1
60996,113,N,19,363,346.0,35,8
60997,113,N,20,346,406.0,42,10
60998,113,N,21,406,386.0,39,11
60999,113,N,10,386,350.0,23,1
61000,113,N,10,350,309.0,20,1
61001,113,N,10,309,308.0,18,1
61002,113,N,10,308,376.0,16,1
61003,113,N,21,376,428.0,37,10
61004,113,N,10,428,379.0,17,1
61005,113,N,21,379,380.0,37,9
61006,113,N,20,380,371.0,37,9
61007,113,N,20,371,327.0,35,9
61008,113,N,9,327,328.0,16,1
61009,113,N,9,328,329.0,18,1
61010,113,N,10,329,319.0,18,1
61011,113,N,9,319,309.0,17,1
61012,113,N,20,309,294.0,37,9
61013,113,N,9,294,270.0,17,1
61014,113,N,20,270,255.0,36,10
61015,113,N,8,255,298.0,13,1
61016,113,N,21,298,347.0,39,10
61017,113,N,10,347,411.0,19,1
61018,113,N,20,411,384.0,40,10
61019,113,N,9,384,396.0,17,1
61020,113,N,10,396,403.0,18,1
61021,113,N,10,403,401.0,17,1
61022,113,N,10,401,427.0,19,1
61023,113,N,10,427,401.0,18,1
61024,113,N,21,401,394.0,43,9
61025,113,N,10,394,355.0,17,1
61026,113,N,10,355,393.0,25,1
61027,113,N,11,393,404.0,20,1
61028,113,N,20,404,372.0,37,10
61029,113,N,9,372,338.0,18,1
61030,113,N,20,338,318.0,37,10
61031,113,N,9,318,344.0,17,1
61032,113,N,9,344,378.0,18,1
61033,113,N,21,378,408.0,38,10
61034,113,N,11,408,378.0,19,1
61035,113,N,20,378,353.0,75,10
61036,113,N,10,353,390.0,18,1
61037,113,N,20,390,345.0,35,9
61038,113,N,9,345,355.0,15,1
61039,113,N,20,355,302.0,44,10
61040,113,N,20,302,283.0,37,10
61041,113,N,10,283,301.0,18,1
61042,113,N,20,301,343.0,37,10
61043,113,N,20,343,276.0,36,9
61044,113,N,20,276,267.0,35,9
61045,113,N,10,267,301.0,17,1
61046,113,N,21,301,493.0,39,10
61047,113,N,20,493,427.0,37,10
61048,113,N,20,427,430.0,37,10
61049,113,N,9,430,418.0,17,1
61050,113,N,10,418,405.0,20,1
61051,113,N,11,405,434.0,19,1
61052,113,N,21,434,389.0,43,10
61053,113,N,9,389,393.0,17,1
61054,113,N,20,393,394.0,36,9
61055,113,N,20,394,396.0,36,10
61056,113,N,10,396,416.0,20,1
61057,113,N,20,416,387.0,36,10
61058,113,N,10,387,403.0,18,1
61059,113,N,10,403,396.0,19,1
61060,113,N,10,396,379.0,17,1
61061,113,N,9,379,380.0,18,1
61062,113,N,21,380,422.0,38,10
61063,113,N,10,422,400.0,17,1
61064,113,N,10,400,369.0,17,1
61065,113,N,10,369,340.0,17,1
61066,113,N,20,340,325.0,36,9
61067,113,N,9,325,403.0,16,1
61068,113,N,10,403,408.0,19,1
61069,113,N,20,408,331.0,38,10
61070,113,N,9,331,376.0,16,1
61071,113,N,10,376,406.0,18,1
61072,113,N,20,406,381.0,36,9
61073,113,N,20,381,347.0,38,10
61074,113,N,10,347,348.0,19,1
61075,113,N,21,348,352.0,39,10
61076,113,N,10,352,377.0,19,1
61077,113,N,20,377,352.0,46,10
61078,113,N,20,352,351.0,37,9
61079,113,N,21,351,436.0,38,10
61080,113,N,11,436,393.0,18,1
61081,113,N,20,393,355.0,38,10
61082,113,N,20,355,355.0,38,10
61083,113,N,10,355,380.0,25,1
61084,113,N,9,380,384.0,24,1
61085,113,N,21,384,394.0,44,11
61086,113,N,10,394,385.0,20,1
61087,113,N,10,385,385.0,18,1
61088,113,N,10,385,396.0,17,1
61089,113,N,9,396,354.0,18,1
61090,113,N,9,354,367.0,19,1
61091,113,N,10,367,394.0,21,1
61092,113,N,10,394,393.0,19,1
61093,113,N,10,393,372.0,19,1
61094,113,N,9,372,353.0,18,1
61095,113,N,10,353,362.0,18,1
61096,113,N,10,362,394.0,54,1
61097,113,N,11,394,362.0,20,1
61098,113,N,20,362,329.0,41,11
61099,113,N,21,329,395.0,38,9
61100,113,N,10,395,383.0,18,1
61101,113,N,10,383,350.0,15,1
61102,113,N,11,350,381.0,25,1
61103,113,N,10,381,374.0,19,1
61104,113,N,10,374,392.0,25,1
61105,113,N,10,392,355.0,18,1
61106,113,N,9,355,343.0,18,1
61107,113,N,9,343,373.0,17,1
61108,113,N,20,373,417.0,37,10
61109,113,N,10,417,370.0,19,1
61110,113,N,10,370,309.0,18,1
61111,113,N,20,309,358.0,36,9
61112,113,N,20,358,371.0,38,9
61113,113,N,9,371,368.0,24,1
61114,113,N,10,368,396.0,18,1
61115,113,N,20,396,390.0,45,9
61116,113,N,21,390,368.0,39,10
61117,113,N,10,368,313.0,19,1
61118,113,N,9,313,332.0,16,1
61119,113,N,20,332,355.0,37,9
61120,113,N,22,355,414.0,40,10
61121,113,N,10,414,351.0,19,1
61122,113,N,20,351,369.0,36,9
61123,113,N,10,369,395.0,18,1
61124,113,N,20,395,361.0,37,9
61125,113,N,18,361,356.0,31,9
61126,113,N,10,356,378.0,27,1
61127,113,N,21,378,382.0,39,10
61128,113,N,20,382,340.0,36,9
61129,113,N,20,340,305.0,36,9
61130,113,N,9,305,348.0,16,1
61131,113,N,20,348,392.0,37,9
61132,113,N,11,392,403.0,20,1
61133,113,N,10,403,363.0,19,1
61134,113,N,20,363,371.0,37,9
61135,113,N,10,371,368.0,19,1
61136,113,N,10,368,325.0,18,1
61137,113,N,19,325,383.0,34,9
61138,113,N,22,383,406.0,39,9
61139,113,N,20,406,376.0,36,9
61140,113,N,9,376,354.0,16,1
61141,113,N,10,354,380.0,18,1
61142,113,N,10,380,363.0,20,1
61143,113,N,10,363,386.0,19,1
61144,113,N,21,386,372.0,44,10
61145,113,N,10,372,372.0,18,1
61146,113,N,9,372,381.0,17,1
61147,113,N,10,381,354.0,17,1
61148,113,N,10,354,315.0,19,1
61149,113,N,10,315,373.0,25,1
61150,113,N,11,373,409.0,20,1
61151,113,N,20,409,409.0,38,10
61152,113,N,10,409,381.0,18,1
61153,113,N,20,381,390.0,37,9
61154,113,N,20,390,391.0,36,9
61155,113,N,10,391,418.0,18,1
61156,113,N,10,418,400.0,28,1
61157,113,N,9,400,401.0,16,1
61158,113,N,21,401,352.0,38,10
61159,113,N,10,352,345.0,23,1
61160,113,N,10,345,411.0,18,1
61161,113,N,10,411,369.0,19,1
61162,113,N,10,369,363.0,19,1
61163,113,N,10,363,349.0,18,1
61164,113,N,20,349,343.0,38,10
61165,113,N,10,343,295.0,29,1
61166,113,N,10,295,365.0,17,1
61167,113,N,20,365,394.0,37,9
61168,113,N,21,394,366.0,38,10
61169,113,N,19,366,330.0,36,10
61170,113,N,20,330,340.0,36,9
61171,113,N,9,340,338.0,52,1
61172,113,N,20,338,335.0,34,9
61173,113,N,21,335,315.0,44,12
61174,113,N,10,315,306.0,18,1
61175,113,N,10,306,303.0,18,1
61176,113,N,10,303,309.0,18,1
61177,113,N,10,309,282.0,17,1
61178,113,N,20,282,295.0,35,9
61179,113,N,8,295,342.0,15,1
61180,113,N,10,342,378.0,19,1
61181,113,N,21,378,326.0,39,10
61182,113,N,20,326,310.0,37,10
61183,113,N,21,310,335.0,38,10
61184,113,N,10,335,356.0,18,1
61185,113,N,20,356,306.0,37,9
61186,113,N,20,306,315.0,39,10
61187,113,N,21,315,326.0,44,10
61188,113,N,10,326,330.0,18,1
61189,113,N,9,330,293.0,16,1
61190,113,N,10,293,291.0,18,1
61191,113,N,10,291,324.0,17,1
61192,113,N,10,324,381.0,19,1
61193,113,N,10,381,388.0,18,1
61194,113,N,10,388,400.0,18,1
61195,113,N,10,400,388.0,17,1
61196,113,N,21,388,355.0,37,10
61197,113,N,10,355,380.0,28,1
61198,113,N,10,380,422.0,18,1
61199,113,N,22,422,376.0,40,10
61200,113,N,10,376,364.0,19,1
61201,113,N,10,364,396.0,19,1
61202,113,N,10,396,358.0,18,1
61203,113,N,10,358,363.0,19,1
61204,113,N,21,363,408.0,37,9
61205,113,N,21,408,380.0,39,10
61206,113,N,21,380,353.0,38,10
61207,113,N,10,353,373.0,19,1
61208,113,N,10,373,371.0,18,1
61209,113,N,20,371,326.0,36,9
61210,113,N,20,326,365.0,38,10
61211,113,N,10,365,433.0,18,1
61212,113,N,10,433,407.0,19,1
61213,113,N,21,407,398.0,38,10
61214,113,N,10,398,376.0,17,1
61215,113,N,10,376,430.0,17,1
61216,113,N,10,430,418.0,19,1
61217,113,N,10,418,388.0,19,1
61218,113,N,20,388,407.0,36,9
61219,113,N,20,407,407.0,36,9
61220,113,N,9,407,394.0,17,1
61221,113,N,21,394,448.0,38,10
61222,113,N,10,448,391.0,18,1
61223,113,N,19,391,363.0,35,9
61224,113,N,10,363,396.0,17,1
61225,113,N,21,396,395.0,39,10
61226,113,N,10,395,394.0,20,1
61227,113,N,10,394,390.0,18,1
61228,113,N,21,390,370.0,43,10
61229,113,N,10,370,345.0,18,1
61230,113,N,10,345,383.0,18,1
61231,113,N,21,383,390.0,42,9
61232,113,N,10,390,384.0,20,1
61233,113,N,20,384,365.0,40,9
61234,113,N,20,365,361.0,36,9
61235,113,N,10,361,371.0,18,1
61236,113,N,9,371,360.0,17,1
61237,113,N,10,360,403.0,22,1
61238,113,N,21,403,372.0,39,11
61239,113,N,21,372,359.0,39,10
61240,113,N,20,359,337.0,36,9
61241,113,N,20,337,336.0,37,9
61242,113,N,10,336,315.0,19,1
61243,113,N,20,315,356.0,36,9
61244,113,N,21,356,431.0,35,9
61245,113,N,10,431,402.0,18,1
61246,113,N,10,402,371.0,19,1
61247,113,N,10,371,363.0,18,1
61248,113,N,10,363,320.0,19,1
61249,113,N,9,320,323.0,16,1
61250,113,N,10,323,337.0,19,1
61251,113,N,10,337,343.0,18,1
61252,113,N,10,343,297.0,20,1
61253,113,N,9,297,302.0,17,1
61254,113,N,20,302,326.0,37,10
61255,113,N,20,326,344.0,37,9
61256,113,N,10,344,355.0,19,1
61257,113,N,21,355,334.0,40,11
61258,113,N,20,334,334.0,36,9
61259,113,N,9,334,335.0,16,1
61260,113,N,21,335,319.0,37,9
61261,113,N,9,319,298.0,18,1
61262,113,N,10,298,317.0,18,1
61263,113,N,11,317,353.0,19,1
61264,113,N,20,353,311.0,37,9
61265,113,N,10,311,275.0,19,1
61266,113,N,9,275,275.0,15,1
61267,113,N,9,275,285.0,15,1
61268,113,N,10,285,407.0,18,1
61269,113,N,19,407,412.0,32,8
61270,113,N,10,412,378.0,19,1
61271,113,N,20,378,376.0,43,9
61272,113,N,9,376,367.0,17,1
61273,113,N,9,367,325.0,17,1
61274,113,N,10,325,288.0,18,1
61275,113,N,9,288,324.0,16,1
61276,113,N,10,324,432.0,20,1
61277,113,N,22,432,386.0,38,9
61278,113,N,9,386,303.0,17,1
61279,113,N,20,303,301.0,38,10
61280,113,N,20,301,336.0,36,9
61281,113,N,20,336,372.0,37,9
61282,113,N,10,372,405.0,18,1
61283,113,N,10,405,365.0,19,1
61284,113,N,10,365,337.0,20,1
61285,113,N,21,337,374.0,38,10
61286,113,N,10,374,367.0,18,1
61287,113,N,9,367,307.0,25,1
61288,113,N,10,307,317.0,19,1
61289,113,N,21,317,344.0,38,10
61290,113,N,20,344,357.0,50,9
61291,113,N,10,357,365.0,18,1
61292,113,N,9,365,175.0,17,1
61293,113,SVEB,49,175,340.0,169,87
61294,113,N,9,340,367.0,15,1
61295,113,N,10,367,365.0,19,1
61296,113,N,9,365,323.0,18,1
61297,113,N,9,323,320.0,18,1
61298,113,N,10,320,349.0,18,1
61299,113,N,10,349,330.0,28,1
61300,113,N,9,330,295.0,18,1
61301,113,N,20,295,327.0,36,10
61302,113,N,21,327,344.0,39,11
61303,113,N,10,344,356.0,19,1
61304,113,N,9,356,337.0,18,1
61305,113,N,10,337,340.0,21,1
61306,113,N,10,340,362.0,21,1
61307,113,N,11,362,399.0,19,1
61308,113,N,10,399,350.0,19,1
61309,113,N,20,350,364.0,38,10
61310,113,N,9,364,393.0,18,1
61311,113,N,20,393,384.0,36,9
61312,113,N,20,384,362.0,37,10
61313,113,N,21,362,435.0,48,10
61314,113,N,10,435,402.0,18,1
61315,113,N,20,402,364.0,37,10
61316,113,N,9,364,383.0,18,1
61317,113,N,10,383,382.0,19,1
61318,113,N,8,382,388.0,14,1
61319,113,N,10,388,417.0,18,1
61320,113,N,10,417,393.0,18,1
61321,113,N,10,393,356.0,17,1
61322,113,N,10,356,386.0,26,1
61323,113,N,20,386,387.0,37,10
61324,113,N,20,387,379.0,38,10
61325,113,N,20,379,404.0,37,10
61326,113,N,10,404,403.0,20,1
61327,113,N,10,403,347.0,19,1
61328,113,N,10,347,311.0,19,1
61329,113,N,20,311,393.0,35,9
61330,113,N,23,393,443.0,40,10
61331,113,N,21,443,365.0,37,9
61332,113,N,20,365,305.0,45,10
61333,113,N,9,305,342.0,17,1
61334,113,N,21,342,363.0,37,9
61335,113,N,20,363,367.0,37,9
61336,113,N,10,367,372.0,18,1
61337,113,N,23,372,377.0,56,11
61338,113,N,21,377,379.0,39,10
61339,113,N,20,379,342.0,38,10
61340,113,N,9,342,323.0,17,1
61341,113,N,10,323,347.0,25,1
61342,113,N,10,347,378.0,27,1
61343,113,N,10,378,352.0,18,1
61344,113,N,21,352,367.0,39,10
61345,113,N,10,367,375.0,19,1
61346,113,N,10,375,345.0,18,1
61347,113,N,9,345,306.0,26,1
61348,113,N,20,306,369.0,38,10
61349,113,N,10,369,375.0,18,1
61350,113,N,10,375,336.0,19,1
61351,113,N,20,336,325.0,38,10
61352,113,N,20,325,347.0,36,9
61353,113,N,9,347,380.0,17,1
61354,113,N,11,380,394.0,22,1
61355,113,N,21,394,371.0,39,11
61356,113,N,21,371,366.0,36,9
61357,113,N,10,366,373.0,19,1
61358,113,N,10,373,351.0,19,1
61359,113,N,9,351,170.0,20,1
61360,113,SVEB,31,170,395.0,60,7
61361,113,N,11,395,419.0,19,1
61362,113,N,10,419,374.0,18,1
61363,113,N,20,374,337.0,40,10
61364,113,N,9,337,384.0,17,1
61365,113,N,20,384,375.0,37,10
61366,113,N,9,375,355.0,17,1
61367,113,N,20,355,376.0,44,9
61368,113,N,10,376,337.0,18,1
61369,113,N,21,337,341.0,39,10
61370,113,N,10,341,305.0,53,1
61371,113,N,20,305,302.0,36,10
61372,113,N,10,302,362.0,18,1
61373,113,N,23,362,365.0,41,10
61374,113,N,10,365,313.0,19,1
61375,113,N,10,313,320.0,18,1
61376,113,N,10,320,329.0,18,1
61377,113,N,10,329,321.0,17,1
61378,113,N,9,321,286.0,17,1
61379,113,N,20,286,322.0,37,10
61380,113,N,22,322,345.0,38,9
61381,113,N,10,345,294.0,18,1
61382,113,N,10,294,278.0,17,1
61383,113,N,20,278,325.0,36,10
61384,113,N,10,325,384.0,18,1
61385,113,N,10,384,386.0,18,1
61386,113,N,10,386,350.0,18,1
61387,113,N,20,350,390.0,38,10
61388,113,N,21,390,386.0,38,10
61389,113,N,10,386,336.0,18,1
61390,113,N,20,336,327.0,69,9
61391,113,N,10,327,359.0,27,1
61392,113,N,10,359,385.0,19,1
61393,113,N,10,385,334.0,19,1
61394,113,N,10,334,359.0,17,1
61395,113,N,10,359,363.0,19,1
61396,113,N,10,363,341.0,22,1
61397,113,N,20,341,358.0,43,9
61398,113,N,10,358,382.0,19,1
61399,113,N,10,382,355.0,19,1
61400,113,N,20,355,336.0,46,9
61401,113,N,9,336,342.0,18,1
61402,113,N,10,342,322.0,17,1
61403,113,N,9,322,315.0,20,1
61404,113,N,10,315,390.0,17,1
61405,113,N,10,390,353.0,19,1
61406,113,N,10,353,326.0,19,1
61407,113,N,21,326,373.0,38,10
61408,113,N,10,373,356.0,17,1
61409,113,N,21,356,328.0,37,10
61410,113,N,11,328,393.0,22,1
61411,113,N,10,393,395.0,17,1
61412,113,N,10,395,358.0,19,1
61413,113,N,10,358,350.0,21,1
61414,113,N,21,350,357.0,44,10
61415,113,N,10,357,335.0,18,1
61416,113,N,10,335,383.0,19,1
61417,113,N,11,383,385.0,26,1
61418,113,N,10,385,365.0,18,1
61419,113,N,9,365,338.0,25,1
61420,113,N,9,338,356.0,18,1
61421,113,N,20,356,356.0,37,10
61422,113,N,10,356,350.0,25,1
61423,113,N,20,350,356.0,39,10
61424,113,N,21,356,360.0,47,10
61425,113,N,10,360,358.0,18,1
61426,113,N,9,358,368.0,19,1
61427,113,N,20,368,374.0,35,9
61428,113,N,21,374,375.0,39,11
61429,113,N,10,375,365.0,19,1
61430,113,N,10,365,378.0,27,1
61431,113,N,21,378,349.0,37,10
61432,113,N,9,349,333.0,18,1
61433,113,N,10,333,364.0,18,1
61434,113,N,21,364,402.0,38,10
61435,113,N,10,402,368.0,18,1
61436,113,N,10,368,362.0,18,1
61437,113,N,10,362,376.0,24,1
61438,113,N,10,376,336.0,18,1
61439,113,N,10,336,350.0,18,1
61440,113,N,10,350,388.0,19,1
61441,113,N,10,388,363.0,19,1
61442,113,N,10,363,378.0,19,1
61443,113,N,10,378,346.0,18,1
61444,113,N,9,346,376.0,17,1
61445,113,N,10,376,397.0,18,1
61446,113,N,21,397,362.0,41,13
61447,113,N,20,362,353.0,38,10
61448,113,N,11,353,367.0,19,1
61449,113,N,10,367,344.0,23,1
61450,113,N,19,344,301.0,35,9
61451,113,N,9,301,351.0,17,1
61452,113,N,21,351,429.0,39,10
61453,113,N,20,429,339.0,37,10
61454,113,N,19,339,322.0,43,10
61455,113,N,10,322,345.0,18,1
61456,113,N,10,345,360.0,19,1
61457,113,N,20,360,290.0,46,10
61458,113,N,10,290,315.0,19,1
61459,113,N,20,315,339.0,38,10
61460,113,N,10,339,332.0,18,1
61461,113,N,9,332,302.0,17,1
61462,113,N,10,302,342.0,18,1
61463,113,N,10,342,345.0,27,1
61464,113,N,8,345,356.0,15,1
61465,113,N,20,356,352.0,38,10
61466,113,N,10,352,355.0,18,1
61467,113,N,10,355,325.0,19,1
61468,113,N,9,325,304.0,17,1
61469,113,N,9,304,346.0,16,1
61470,113,N,10,346,326.0,20,1
61471,113,N,10,326,365.0,19,1
61472,113,N,21,365,353.0,39,10
61473,113,N,21,353,349.0,39,10
61474,113,N,10,349,318.0,18,1
61475,113,N,10,318,290.0,18,1
61476,113,N,10,290,278.0,18,1
61477,113,N,9,278,326.0,14,1
61478,113,N,21,326,321.0,40,11
61479,113,N,10,321,364.0,20,1
61480,113,N,11,364,379.0,20,1
61481,113,N,9,379,342.0,18,1
61482,113,N,20,342,311.0,44,10
61483,113,N,20,311,344.0,36,9
61484,113,N,9,344,395.0,17,1
61485,113,N,10,395,354.0,18,1
61486,113,N,10,354,324.0,21,1
61487,113,N,21,324,328.0,39,10
61488,113,N,10,328,317.0,18,1
61489,113,N,10,317,280.0,17,1
61490,113,N,10,280,326.0,18,1
61491,113,N,11,326,338.0,20,1
61492,113,N,21,338,346.0,37,10
61493,113,N,10,346,292.0,27,1
61494,113,N,20,292,282.0,39,11
61495,113,N,21,282,262.0,38,10
61496,113,N,21,262,245.0,35,10
61497,113,N,8,245,241.0,11,1
61498,113,N,11,241,276.0,18,1
61499,113,N,11,276,457.0,19,1
61500,113,N,10,457,387.0,17,1
61501,113,N,10,387,338.0,18,1
61502,113,N,10,338,368.0,18,1
61503,113,N,21,368,395.0,36,9
61504,113,N,21,395,392.0,38,10
61505,113,N,10,392,339.0,19,1
61506,113,N,10,339,348.0,17,1
61507,113,N,20,348,360.0,37,9
61508,113,N,10,360,363.0,19,1
61509,113,N,10,363,396.0,19,1
61510,113,N,11,396,423.0,20,1
61511,113,N,10,423,391.0,17,1
61512,113,N,20,391,375.0,37,9
61513,113,N,20,375,370.0,36,9
